video_id,safe_description,near_crash_description,crash_description
jGONSdAL1C8,"[0s: euroncap footage shows controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: Traffic remains orderly as the subject vehicle moves smoothly while nearby actors behave predictably.] [4s: The scene resolves safely with no contact, no panic braking, and no hazardous conflict.]","[0s: euroncap footage begins from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: A hazardous interaction develops as a sudden cut-in forces a sharp brake and evasive steering correction.] [4s: The participants recover at the last moment, producing a near-crash without visible impact.]","[0s: euroncap footage shows normal movement from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: The conflict escalates rapidly and a rear-end collision develops.] [4s: Contact becomes unavoidable, the impact is visible, and the scene ends in a confirmed crash event.]"
jo9llxyBC8Y,"[0s: euroncap footage shows controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: Traffic remains orderly as the subject vehicle keeps a stable lane position and leaves generous spacing.] [4s: The scene resolves safely with no contact, no panic braking, and no hazardous conflict.]","[0s: euroncap footage begins from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: A hazardous interaction develops as traffic compresses rapidly and the gap closes to a dangerous margin before recovery.] [4s: The participants recover at the last moment, producing a near-crash without visible impact.]","[0s: euroncap footage shows normal movement from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: The conflict escalates rapidly and a rear-end collision develops.] [4s: Contact becomes unavoidable, the impact is visible, and the scene ends in a confirmed crash event.]"
mMImGwGp_LY,"[0s: euroncap footage shows controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: Traffic remains orderly as the subject vehicle keeps a stable lane position and leaves generous spacing.] [4s: The scene resolves safely with no contact, no panic braking, and no hazardous conflict.]","[0s: euroncap footage begins from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: A hazardous interaction develops as a sudden cut-in forces a sharp brake and evasive steering correction.] [4s: The participants recover at the last moment, producing a near-crash without visible impact.]","[0s: euroncap footage shows normal movement from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: The conflict escalates rapidly and a rear-end collision develops.] [4s: Contact becomes unavoidable, the impact is visible, and the scene ends in a confirmed crash event.]"
og-jlzUoF1o,"[0s: euroncap footage shows controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: Traffic remains orderly as the subject vehicle maintains a calm pace and anticipates surrounding traffic.] [4s: The scene resolves safely with no contact, no panic braking, and no hazardous conflict.]","[0s: euroncap footage begins from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: A hazardous interaction develops as a sudden cut-in forces a sharp brake and evasive steering correction.] [4s: The participants recover at the last moment, producing a near-crash without visible impact.]","[0s: euroncap footage shows normal movement from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: The conflict escalates rapidly and a multi-vehicle crash develops.] [4s: Contact becomes unavoidable, the impact is visible, and the scene ends in a confirmed crash event.]"
pBKQFTudm2c,"[0s: euroncap footage shows controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: Traffic remains orderly as the subject vehicle keeps a stable lane position and leaves generous spacing.] [4s: The scene resolves safely with no contact, no panic braking, and no hazardous conflict.]","[0s: euroncap footage begins from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: A hazardous interaction develops as a vehicle or road user intrudes into the path, creating a brief but severe conflict.] [4s: The participants recover at the last moment, producing a near-crash without visible impact.]","[0s: euroncap footage shows normal movement from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: The conflict escalates rapidly and a frontal impact develops.] [4s: Contact becomes unavoidable, the impact is visible, and the scene ends in a confirmed crash event.]"
q_SZnKHY0_Q,"[0s: euroncap footage shows controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: Traffic remains orderly as the subject vehicle keeps a stable lane position and leaves generous spacing.] [4s: The scene resolves safely with no contact, no panic braking, and no hazardous conflict.]","[0s: euroncap footage begins from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: A hazardous interaction develops as traffic compresses rapidly and the gap closes to a dangerous margin before recovery.] [4s: The participants recover at the last moment, producing a near-crash without visible impact.]","[0s: euroncap footage shows normal movement from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: The conflict escalates rapidly and a side-impact collision develops.] [4s: Contact becomes unavoidable, the impact is visible, and the scene ends in a confirmed crash event.]"
rLsp7tNdbMo,"[0s: euroncap footage shows controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: Traffic remains orderly as the subject vehicle moves smoothly while nearby actors behave predictably.] [4s: The scene resolves safely with no contact, no panic braking, and no hazardous conflict.]","[0s: euroncap footage begins from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: A hazardous interaction develops as traffic compresses rapidly and the gap closes to a dangerous margin before recovery.] [4s: The participants recover at the last moment, producing a near-crash without visible impact.]","[0s: euroncap footage shows normal movement from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: The conflict escalates rapidly and a multi-vehicle crash develops.] [4s: Contact becomes unavoidable, the impact is visible, and the scene ends in a confirmed crash event.]"
rOa-QWl5X3A,"[0s: euroncap footage shows controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: Traffic remains orderly as the subject vehicle maintains a calm pace and anticipates surrounding traffic.] [4s: The scene resolves safely with no contact, no panic braking, and no hazardous conflict.]","[0s: euroncap footage begins from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: A hazardous interaction develops as a sudden cut-in forces a sharp brake and evasive steering correction.] [4s: The participants recover at the last moment, producing a near-crash without visible impact.]","[0s: euroncap footage shows normal movement from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: The conflict escalates rapidly and a frontal impact develops.] [4s: Contact becomes unavoidable, the impact is visible, and the scene ends in a confirmed crash event.]"
rrdXqKLatlk,"[0s: euroncap footage shows controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: Traffic remains orderly as the subject vehicle maintains a calm pace and anticipates surrounding traffic.] [4s: The scene resolves safely with no contact, no panic braking, and no hazardous conflict.]","[0s: euroncap footage begins from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: A hazardous interaction develops as a sudden cut-in forces a sharp brake and evasive steering correction.] [4s: The participants recover at the last moment, producing a near-crash without visible impact.]","[0s: euroncap footage shows normal movement from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: The conflict escalates rapidly and a rear-end collision develops.] [4s: Contact becomes unavoidable, the impact is visible, and the scene ends in a confirmed crash event.]"
s9tah2bF5PE,"[0s: euroncap footage shows controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: Traffic remains orderly as the subject vehicle keeps a stable lane position and leaves generous spacing.] [4s: The scene resolves safely with no contact, no panic braking, and no hazardous conflict.]","[0s: euroncap footage begins from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: A hazardous interaction develops as traffic compresses rapidly and the gap closes to a dangerous margin before recovery.] [4s: The participants recover at the last moment, producing a near-crash without visible impact.]","[0s: euroncap footage shows normal movement from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: The conflict escalates rapidly and a frontal impact develops.] [4s: Contact becomes unavoidable, the impact is visible, and the scene ends in a confirmed crash event.]"
slzBXSekyns,"[0s: euroncap footage shows controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: Traffic remains orderly as the subject vehicle maintains a calm pace and anticipates surrounding traffic.] [4s: The scene resolves safely with no contact, no panic braking, and no hazardous conflict.]","[0s: euroncap footage begins from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: A hazardous interaction develops as a vehicle or road user intrudes into the path, creating a brief but severe conflict.] [4s: The participants recover at the last moment, producing a near-crash without visible impact.]","[0s: euroncap footage shows normal movement from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: The conflict escalates rapidly and a frontal impact develops.] [4s: Contact becomes unavoidable, the impact is visible, and the scene ends in a confirmed crash event.]"
tMzggr2BDes,"[0s: euroncap footage shows controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: Traffic remains orderly as the subject vehicle maintains a calm pace and anticipates surrounding traffic.] [4s: The scene resolves safely with no contact, no panic braking, and no hazardous conflict.]","[0s: euroncap footage begins from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: A hazardous interaction develops as traffic compresses rapidly and the gap closes to a dangerous margin before recovery.] [4s: The participants recover at the last moment, producing a near-crash without visible impact.]","[0s: euroncap footage shows normal movement from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: The conflict escalates rapidly and a rear-end collision develops.] [4s: Contact becomes unavoidable, the impact is visible, and the scene ends in a confirmed crash event.]"
v3HZHgZfU6M,"[0s: euroncap footage shows controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: Traffic remains orderly as the subject vehicle moves smoothly while nearby actors behave predictably.] [4s: The scene resolves safely with no contact, no panic braking, and no hazardous conflict.]","[0s: euroncap footage begins from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: A hazardous interaction develops as traffic compresses rapidly and the gap closes to a dangerous margin before recovery.] [4s: The participants recover at the last moment, producing a near-crash without visible impact.]","[0s: euroncap footage shows normal movement from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: The conflict escalates rapidly and a rear-end collision develops.] [4s: Contact becomes unavoidable, the impact is visible, and the scene ends in a confirmed crash event.]"
vdiOGrLcdxk,"[0s: euroncap footage shows controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: Traffic remains orderly as the subject vehicle keeps a stable lane position and leaves generous spacing.] [4s: The scene resolves safely with no contact, no panic braking, and no hazardous conflict.]","[0s: euroncap footage begins from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: A hazardous interaction develops as a vehicle or road user intrudes into the path, creating a brief but severe conflict.] [4s: The participants recover at the last moment, producing a near-crash without visible impact.]","[0s: euroncap footage shows normal movement from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: The conflict escalates rapidly and a side-swipe collision develops.] [4s: Contact becomes unavoidable, the impact is visible, and the scene ends in a confirmed crash event.]"
w6ZUtZ3yYeA,"[0s: euroncap footage shows controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: Traffic remains orderly as the subject vehicle keeps a stable lane position and leaves generous spacing.] [4s: The scene resolves safely with no contact, no panic braking, and no hazardous conflict.]","[0s: euroncap footage begins from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: A hazardous interaction develops as a sudden cut-in forces a sharp brake and evasive steering correction.] [4s: The participants recover at the last moment, producing a near-crash without visible impact.]","[0s: euroncap footage shows normal movement from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: The conflict escalates rapidly and a side-impact collision develops.] [4s: Contact becomes unavoidable, the impact is visible, and the scene ends in a confirmed crash event.]"
wYatrdvueag,"[0s: euroncap footage shows controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: Traffic remains orderly as the subject vehicle keeps a stable lane position and leaves generous spacing.] [4s: The scene resolves safely with no contact, no panic braking, and no hazardous conflict.]","[0s: euroncap footage begins from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: A hazardous interaction develops as traffic compresses rapidly and the gap closes to a dangerous margin before recovery.] [4s: The participants recover at the last moment, producing a near-crash without visible impact.]","[0s: euroncap footage shows normal movement from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: The conflict escalates rapidly and a frontal impact develops.] [4s: Contact becomes unavoidable, the impact is visible, and the scene ends in a confirmed crash event.]"
x5OXjHK6oGo,"[0s: euroncap footage shows controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: Traffic remains orderly as the subject vehicle keeps a stable lane position and leaves generous spacing.] [4s: The scene resolves safely with no contact, no panic braking, and no hazardous conflict.]","[0s: euroncap footage begins from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: A hazardous interaction develops as a vehicle or road user intrudes into the path, creating a brief but severe conflict.] [4s: The participants recover at the last moment, producing a near-crash without visible impact.]","[0s: euroncap footage shows normal movement from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: The conflict escalates rapidly and a side-impact collision develops.] [4s: Contact becomes unavoidable, the impact is visible, and the scene ends in a confirmed crash event.]"
xpi9PkocPcg,"[0s: euroncap footage shows controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: Traffic remains orderly as the subject vehicle maintains a calm pace and anticipates surrounding traffic.] [4s: The scene resolves safely with no contact, no panic braking, and no hazardous conflict.]","[0s: euroncap footage begins from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: A hazardous interaction develops as a vehicle or road user intrudes into the path, creating a brief but severe conflict.] [4s: The participants recover at the last moment, producing a near-crash without visible impact.]","[0s: euroncap footage shows normal movement from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: The conflict escalates rapidly and a side-impact collision develops.] [4s: Contact becomes unavoidable, the impact is visible, and the scene ends in a confirmed crash event.]"
xuXJVzOMu0I,"[0s: euroncap footage shows controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: Traffic remains orderly as the subject vehicle keeps a stable lane position and leaves generous spacing.] [4s: The scene resolves safely with no contact, no panic braking, and no hazardous conflict.]","[0s: euroncap footage begins from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: A hazardous interaction develops as a vehicle or road user intrudes into the path, creating a brief but severe conflict.] [4s: The participants recover at the last moment, producing a near-crash without visible impact.]","[0s: euroncap footage shows normal movement from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: The conflict escalates rapidly and a multi-vehicle crash develops.] [4s: Contact becomes unavoidable, the impact is visible, and the scene ends in a confirmed crash event.]"
yFJehiyUSvE,"[0s: euroncap footage shows controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: Traffic remains orderly as the subject vehicle keeps a stable lane position and leaves generous spacing.] [4s: The scene resolves safely with no contact, no panic braking, and no hazardous conflict.]","[0s: euroncap footage begins from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: A hazardous interaction develops as a sudden cut-in forces a sharp brake and evasive steering correction.] [4s: The participants recover at the last moment, producing a near-crash without visible impact.]","[0s: euroncap footage shows normal movement from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: The conflict escalates rapidly and a multi-vehicle crash develops.] [4s: Contact becomes unavoidable, the impact is visible, and the scene ends in a confirmed crash event.]"
ybWER4hJjhE,"[0s: euroncap footage shows controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: Traffic remains orderly as the subject vehicle keeps a stable lane position and leaves generous spacing.] [4s: The scene resolves safely with no contact, no panic braking, and no hazardous conflict.]","[0s: euroncap footage begins from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: A hazardous interaction develops as a sudden cut-in forces a sharp brake and evasive steering correction.] [4s: The participants recover at the last moment, producing a near-crash without visible impact.]","[0s: euroncap footage shows normal movement from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: The conflict escalates rapidly and a side-impact collision develops.] [4s: Contact becomes unavoidable, the impact is visible, and the scene ends in a confirmed crash event.]"
zPRaKdQimPc,"[0s: euroncap footage shows controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: Traffic remains orderly as the subject vehicle keeps a stable lane position and leaves generous spacing.] [4s: The scene resolves safely with no contact, no panic braking, and no hazardous conflict.]","[0s: euroncap footage begins from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: A hazardous interaction develops as a vehicle or road user intrudes into the path, creating a brief but severe conflict.] [4s: The participants recover at the last moment, producing a near-crash without visible impact.]","[0s: euroncap footage shows normal movement from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: The conflict escalates rapidly and a frontal impact develops.] [4s: Contact becomes unavoidable, the impact is visible, and the scene ends in a confirmed crash event.]"
z_k_OKuH7sI,"[0s: euroncap footage shows controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: Traffic remains orderly as the subject vehicle maintains a calm pace and anticipates surrounding traffic.] [4s: The scene resolves safely with no contact, no panic braking, and no hazardous conflict.]","[0s: euroncap footage begins from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: A hazardous interaction develops as a sudden cut-in forces a sharp brake and evasive steering correction.] [4s: The participants recover at the last moment, producing a near-crash without visible impact.]","[0s: euroncap footage shows normal movement from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: The conflict escalates rapidly and a frontal impact develops.] [4s: Contact becomes unavoidable, the impact is visible, and the scene ends in a confirmed crash event.]"
zhN2VL-Nq_Y,"[0s: euroncap footage shows controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: Traffic remains orderly as the subject vehicle keeps a stable lane position and leaves generous spacing.] [4s: The scene resolves safely with no contact, no panic braking, and no hazardous conflict.]","[0s: euroncap footage begins from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: A hazardous interaction develops as a sudden cut-in forces a sharp brake and evasive steering correction.] [4s: The participants recover at the last moment, producing a near-crash without visible impact.]","[0s: euroncap footage shows normal movement from controlled crash test view view in crash_and_safety_test, during daytime, under clear weather.] [2s: The conflict escalates rapidly and a frontal impact develops.] [4s: Contact becomes unavoidable, the impact is visible, and the scene ends in a confirmed crash event.]"
